#Mod_Priority,#Mod_Status,#Mod_Name,#Note,#Primary_Category,#Nexus_ID,#Mod_Nexus_URL,#Mod_Version,#Install_Date,#Download_File_Name
"0599","+","Alternate Start - Live Another Life - Castellano - Spanish 4.2.6","","User Interface",65264,"https://www.nexusmods.com/skyrimspecialedition/mods/65264","4.2.6.0","2026/05/04 14:52:24","Alternate Start - Live Another Life-65264-4-2-6-1772184034.zip"
"0600","+","New Beginnings - Live Another Life Extension SSE","","Quests and Adventures",4939,"https://www.nexusmods.com/skyrimspecialedition/mods/4939","1.3.0.0","2026/05/04 15:05:45","Alternate Start -- New Beginnings-4939-1-3-1541752063.7z"
"0601","+","Alternate Start - LAL Extension - New Beginnings SSE Spanish","","Miscellaneous",8351,"https://www.nexusmods.com/skyrimspecialedition/mods/8351","1.3.0.0","2026/05/04 14:52:24","Alternate Start - LAL Extension Spanish-8351-1-3-1548349307.7z"
"0602","+","Broken Feathers (Full Skyrim Arrow Pack)","requiere Ricochet - Arrow Physics Framework","Gameplay",160798,"https://www.nexusmods.com/skyrimspecialedition/mods/160798","1.0.1.0","2026/08/01 21:54:13","Broken Feathers - Latest Version 160798 1.0.1 2026-08-01T18-26Z 6XybdaUYz.zip"
"0603","+","Yet Another Fast Travel Speed Mod","modificado en xeditt a 8.5 para menor perdida de entrenamiento en stay in shape","Gameplay",156499,"https://www.nexusmods.com/skyrimspecialedition/mods/156499","1.0.0.0","2026/05/04 15:11:30","FastTravelSpeed-156499-1-0-0-1754683531.7z"
"0604","+","Horseback - Witcher-style horse stamina mechanic (SKSE)","","Creatures and Mounts",99015,"https://www.nexusmods.com/skyrimspecialedition/mods/99015","0.2.0.0","2026/08/28 20:54:39","Horseback 99015 0.2.0 2026-08-24T02-18Z 587RqTf1c.zip"
"0605","+","Take a Peek - New Stealth Mechanic","ver antes de abrir una puerta (con shift)","Gameplay",66908,"https://www.nexusmods.com/skyrimspecialedition/mods/66908","1.31.0.0","2026/06/01 12:17:17","Take a Peek-66908-1-31-1780322277.zip"
"0606","+","Take a Peek - New Stealth Mechanic - Castellano - Spanish","","User Interface",69503,"https://www.nexusmods.com/skyrimspecialedition/mods/69503","1.31.0.0","2026/06/01 12:17:20","Take a Peek - New Stealth Mechanic-69503-1-31-1780323625.zip"
"0607","+","Take a Peek - USSEP Script Patch","","Patches",135331,"https://www.nexusmods.com/skyrimspecialedition/mods/135331","1.0.0.0","2026/05/04 15:10:07","Take a Peek - USSEP Script Patch-135331-1-0-0-1733077066.7z"
"0608","+","Better Carriage Destinations","","Gameplay",164485,"https://www.nexusmods.com/skyrimspecialedition/mods/164485","1.0.10.0","2026/07/02 18:53:06","Better Carriage Destinations 164485 1.0.10 QRde31YQc.zip"
"0609","+","Better Carriage Destinations - Spanish","","Gameplay",165231,"https://www.nexusmods.com/skyrimspecialedition/mods/165231","1.0.10.0","2026/07/02 19:22:50","Better Carriage Destinations - Spanish 165231 1.0.10 CmfxYjqls.rar"
"0610","+","The Dragonborn Dreams","","Immersion",60384,"https://www.nexusmods.com/skyrimspecialedition/mods/60384","1.3.2.0","2026/05/04 15:10:09","The Dragonborn Dreams-60384-1-3-2-1642036710.zip"
"0611","+","The Dragonborn Dreams - Spanish","","Immersion",166684,"https://www.nexusmods.com/skyrimspecialedition/mods/166684","1.3.2.0","2026/05/04 15:10:09","The Dragonborn Dreams - Spanish-166684-1-3-2-1765312806.rar"
"0612","+","Surrender - Enemies Yield and Comply with Your Demands","Traducido DSD uso personal (subir?)","Gameplay",139522,"https://www.nexusmods.com/skyrimspecialedition/mods/139522","1.1.4.0","2026/05/04 15:10:06","Surrender-139522-1-1-4-1762845734.7z"
"0613","+","Surrender - Speech Matters Updated","","Immersion",181593,"https://www.nexusmods.com/skyrimspecialedition/mods/181593","1.0.0.0","2026/06/05 17:25:18","Surrender - Speech Matters - Personal Version-181593-1-0-1780608143.rar"
"0614","+","Surrender - Vanilla Voices","tradudo dsd uso personal","Patches",177972,"https://www.nexusmods.com/skyrimspecialedition/mods/177972","1.1.0.0","2026/06/07 20:31:01","Surrender-177972-1-1-1780818384.7z"
"0615","+","Surrender - Voiced","","Immersion",182949,"https://www.nexusmods.com/skyrimspecialedition/mods/182949","1.0.0.0","2026/06/18 18:50:19","Surrender Voiced.7z"
"0616","+","Take Notes - Journal of the Dragonborn SSE","Agrega un diario se usa con la X","",13570,"https://www.nexusmods.com/skyrimspecialedition/mods/13570","b1.6","2026/05/04 15:10:07","Take Notes - AE Version (Beta)-13570-b1-6-1652299321.7z"
"0617","+","Take Notes - Journal of the Dragonborn SSE ESPANOL","","Immersion",40289,"https://www.nexusmods.com/skyrimspecialedition/mods/40289","b1.6","2026/05/04 15:10:07","Take Notes - AE Version (Beta) ESPANOL-40289-b1-6-1693508769.zip"
"0618","+","FAMILY LIFE - Immersive Dialogue Expansion - Hearthfire","","Immersion",179647,"https://www.nexusmods.com/skyrimspecialedition/mods/179647","1.0.3.0-LATEST","2026/07/27 20:21:43","IDE Hearthfire 179647 1.0.3-LATEST 2026-07-26T04-00Z kATsMWY91.zip"
"0619","+","FAMILY LIFE - Immersive Dialogue Expansion - Hearthfire - Spanish","","Immersion",179843,"https://www.nexusmods.com/skyrimspecialedition/mods/179843","1.0.3.0-LASTEST-Fix","2026/08/28 20:54:44","IDE Hearthfire DSD Spanish 179843 1.0.3-LASTEST-Fix 2026-08-23T23-52Z Ae46W7Fd3.7z"
"0620","+","My Precious...es - Multiple Rings SKSE","","Armour",180015,"https://www.nexusmods.com/skyrimspecialedition/mods/180015","1.0.1.0","2026/09/24 16:02:27","MyPreciouses 180015 1.0.1 2026-09-24T04-03Z QRde31Lx6.zip"
"0621","+","My Precious...es - Multiple Rings SKSE - Spanish","","Armour",181132,"https://www.nexusmods.com/skyrimspecialedition/mods/181132","1.0.1.0","2026/09/24 16:11:33","MyPreciouses Spanish 181132 1.0.1 2026-09-24T19-04Z lNkz9LIne.zip"
"0622","+","My Precious...es - MCM Addon","","Armour",180015,"https://www.nexusmods.com/skyrimspecialedition/mods/180015","1.0.1.0","2026/09/24 16:05:41","MyPreciouses - MCM Addon 180015 1.0.1 2026-09-24T04-03Z 8gJHT4KiX.zip"
"0623","+","MyPreciouses - MCM Addon Spanish","","Armour",181132,"https://www.nexusmods.com/skyrimspecialedition/mods/181132","1.0.1.0","2026/09/24 17:28:59","MyPreciouses - MCM Addon Spanish 181132 1.0.1 2026-09-24T19-10Z UK35XnwvC.zip"
"0624","+","My Precious...es - NPC Showcase SPID","","Armour",180015,"https://www.nexusmods.com/skyrimspecialedition/mods/180015","0.1.0.0","2026/06/09 19:20:55","Left Hand Rings SKSE - NPC Showcase SPID-180015-0-1-0-1780816627.zip"
"0625","+","GemFuse - Gemstones for Weapon Enchantments","permite usar gemas para encantar armas","Magic - Spells & Enchantments",181157,"https://www.nexusmods.com/skyrimspecialedition/mods/181157","1.0.1.0","2026/06/05 17:01:14","GemFuse-181157-1-0-1-1780558487.zip"
"0626","+","Navigation Restrictions - NG","restringe el uso de mapa y brujula - Traduccion DSD personal","Immersion",129086,"https://www.nexusmods.com/skyrimspecialedition/mods/129086","3.1.0.0","2026/09/14 18:04:35","Navigation Restrictions 129086 3.1.0 2026-09-13T09-36Z 8gJHT4kXN.7z"
"0627","+","Andrealletius' Jobs Overhaul (AJO)","Traduccion DSD manual subir a nexus - para obtener trabajos y ganar dinero","Gameplay",109363,"https://www.nexusmods.com/skyrimspecialedition/mods/109363","1.6.0.0","2026/06/15 21:45:29","AJO - Andrealletius Jobs Overhaul-109363-1-6-1771604936.7z"
"0628","+","Speed of Strolling - Travel Overhaul","cambia velocidad de caminar segun terreno - Traduccion manual uso personal","Gameplay",183198,"https://www.nexusmods.com/skyrimspecialedition/mods/183198","2.0.2.0","2026/08/31 19:21:16","Speed Of Strolling - Travel Overhaul 183198 2.0.2 2026-08-29T07-48Z yIjvuh1It.7z"
"0629","+","Train with me","desafia a npc aliados a combates de practica","Combat",184708,"https://www.nexusmods.com/skyrimspecialedition/mods/184708","2.0.0.0","2026/07/08 15:50:20","Train With Me 184708 2 2026-07-08T10-55Z UK35XnNoN.7z"
"0630","+","Train with me DSD - Spanish","","Combat",184773,"https://www.nexusmods.com/skyrimspecialedition/mods/184773","2.0.0.0","2026/07/11 22:45:27","Train With Me Spanish 184773 2 2026-07-08T19-54Z 8gJHT4jBS.rar"
"0631","+","Relationship Dialogue Overhaul - RDO SE","Traduccion DSD usando traduccion de linqueo","Immersion",1187,"https://www.nexusmods.com/skyrimspecialedition/mods/1187","1.0.0.0","2026/08/17 22:20:10","Relationship Dialogue Overhaul - RDO Final-1187-Final.7z"
"0632","+","RDO - CRF and USSEP Patches Final","Traduccion DSD usando traduccion de linqueo","Immersion",1187,"https://www.nexusmods.com/skyrimspecialedition/mods/1187","1.0.0.0","2026/08/17 22:23:54","RDO Patches Final-1187-Final.zip"
"0633","+","Relationship Dialogue Overhaul - Update and MCM","","Patches",44601,"https://www.nexusmods.com/skyrimspecialedition/mods/44601","1.0.9.0","2026/09/24 16:11:50","Relationship Dialogue Overhaul - Update and MCM 44601 1.0.9 2026-09-24T00-46Z L5WQbqfrZ.rar"
"0634","+","Relationship Dialogue Overhaul - Update and MCM - Spanish Continuacion","Traduccion de texto las voces las use de la otra traduccion pero deje archivado en mi pagina del mod","Patches",192965,"https://www.nexusmods.com/skyrimspecialedition/mods/192965","1.0.9.0","2026/09/24 16:55:24","Relationship Dialogue Overhaul - Spanish Textos 192965 1.0.9 2026-09-24T19-48Z s6Og0dkN9.zip"
"0635","+","Anatomically Correct Creature Loot SPID Version","","",184438,"https://www.nexusmods.com/skyrimspecialedition/mods/184438","1.0.0.0","2026/08/20 18:37:35","Anatomically Correct Creature Loot SPID Version 2 184438 1 2026-07-05T20-15Z JrECN2Xjo.7z"
"0636","+","Immersive Pocket Loot - SPID","","Immersion",189053,"https://www.nexusmods.com/skyrimspecialedition/mods/189053","1.0.0.0","2026/08/20 18:37:39","ImmersiveProfessions 189053 1 2026-08-20T20-27Z EwgfAelDc.zip"
"0637","+","Collision Dialogue Overhaul","","Immersion",132325,"https://www.nexusmods.com/skyrimspecialedition/mods/132325","f1.01","2026/05/04 14:57:28","Collision Dialogue Overhaul-132325-1-01-1730645540.7z"
"0638","+","Collision Dialogue Overhaul MCM","","Immersion",132325,"https://www.nexusmods.com/skyrimspecialedition/mods/132325","1.0.0.0","2026/05/04 14:57:33","Collision Dialogue Overhaul MCM-132325-1-0-1729895320.7z"
"0639","+","Collision Dialogue Overhaul - SPANISH","","Immersion",132611,"https://www.nexusmods.com/skyrimspecialedition/mods/132611","f1.01","2026/05/04 14:57:33","Collision Dialogue Overhaul - SPANISH-132611-1-01-1730686974.rar"
"0640","+","Collision Dialogue Overhaul MCM - SPANISH","","Immersion",132611,"https://www.nexusmods.com/skyrimspecialedition/mods/132611","1.0.0.0","2026/05/04 14:57:33","Collision Dialogue Overhaul MCM - SPANISH-132611-1-0-1730161512.rar"
"0641","+","Dynamic Lantern and Candle","enciende y apaga luces segun la hora del juego","Immersion",192458,"https://www.nexusmods.com/skyrimspecialedition/mods/192458","1.0.0.0","2026/09/21 22:23:18","Dynamic Lantern Candle 192458 1 2026-09-20T13-01Z pQ0AZ39RH.zip"
"0642","+","Water Conduct Electricity","","Immersion",192338,"https://www.nexusmods.com/skyrimspecialedition/mods/192338","1.0.0.0","2026/09/21 22:51:04","Water Conduct Electricity 192338 1 2026-09-19T06-31Z eVtX7J5QZ.7z"
"0643","+","I'm Glad You're Here - a follower and spouse appreciation mod - SSE","","Followers & Companions",41856,"https://www.nexusmods.com/skyrimspecialedition/mods/41856","3.6.0.0","2026/09/22 18:34:25","Glad You're Here - Main File-41856-3-6-0-1775486612.zip"
"0644","+","I'm Glad You're Here - Spanish Update v3.6.0","","User Interface",187099,"https://www.nexusmods.com/skyrimspecialedition/mods/187099","3.6.0.0","2026/09/22 18:34:32","ImGladYoureHere Spanish 187099 3.6.0 2026-08-01T22-14Z PuQ2UKy1c.rar"
"0645","-","Mod Inmersion - Necesidades_separator","","",-1,"","","",""
"0646","+","iNeed - Food Water and Sleep - Continued","Instale todo lo necesario a la fecha","Immersion",19390,"https://www.nexusmods.com/skyrimspecialedition/mods/19390","1.95.0.0","2026/07/30 19:46:29","iNeed v1.95 AE-19390-1-95-1729622645.zip"
"0647","+","iNeed - Food Water and Sleep - Continued AE - Spanish","Instale todo lo necesario a la fecha - mi traduccion","Immersion",174592,"https://www.nexusmods.com/skyrimspecialedition/mods/174592","1.95.0.0-Fix","2026/05/23 19:21:45","iNeed - Food Water and Sleep-Continued AE- Spanish-174592-1-95-Fix-1778643015.rar"
"0648","+","Dangerous Diseases Plus - SE Port","Traducido DSD manual y de uso personal requiere iNeed","Immersion",35430,"https://www.nexusmods.com/skyrimspecialedition/mods/35430","0.9.0.0","2026/05/23 19:05:52","Dangerous Diseases Plus-35430-0-9-1588301274.rar"
"0649","+","Keep it Clean - A Bathing Mod","Instale todo lo necesario a la fecha","Gameplay",17846,"https://www.nexusmods.com/skyrimspecialedition/mods/17846","3.15.0.0","2026/05/21 22:13:29","Keep It Clean - A Bathing Mod - Extended-17846-3-15-1540742484.7z"
"0650","+","Update - Keep It Clean - Shorter Animation","","Gameplay",17846,"https://www.nexusmods.com/skyrimspecialedition/mods/17846","3.15.0.0a","2026/07/28 13:06:27","Update - Shorter Animation-17846-3-15a-1540858459.7z"
"0651","+","Keep it Clean - A Bathing Mod - Spanish","Instale todo lo necesario a la fecha - mi traduccion","Gameplay",179770,"https://www.nexusmods.com/skyrimspecialedition/mods/179770","3.15.0.0","2026/05/11 21:48:38","Keep It Clean   A Bathing Mod   Extended   Spanish-179770-3-15a-1778550328.rar"
"0652","+","Stop Auto Start Keep it Clean Script for Dirt and Blood Users","https://www.nexusmods.com/skyrimspecialedition/mods/47095?tab=files&file_id=191870","",47095,"https://www.nexusmods.com/skyrimspecialedition/mods/47095","d2026.9.21.0","2026/09/21 18:17:33","E:/Descargas E/Stop Auto Start Keep it Clean Script for Dirt and Blood Users-47095-1-0-1615924556.rar"
"0653","+","Dirt and Blood - Dynamic Visual Effects","","Gameplay",38886,"https://www.nexusmods.com/skyrimspecialedition/mods/38886","2.38.0.0","2026/09/21 18:00:10","Dirt and Blood-38886-2-38-1761927466.zip"
"0654","+","Dirt and Blood - Dynamic Visual Effects ESPANOL","","Gameplay",39076,"https://www.nexusmods.com/skyrimspecialedition/mods/39076","2.38.0.0","2026/09/21 18:01:59","Dirt And Blood ESPANOL-39076-2-38-1762020424.7z"
"0655","+","Easy Wheelmenu - Dirt and Blood Patch","","User Interface",41541,"https://www.nexusmods.com/skyrimspecialedition/mods/41541","1.0.0.0","2026/09/21 18:21:11","Easy Wheelmenu - Dirt and Blood Patch-41541-1-0-0-1603134987.zip"
"0656","+","Dirt and Blood Expanded","traducir","Gameplay",87960,"https://www.nexusmods.com/skyrimspecialedition/mods/87960","1.5.0.0","2026/09/21 18:18:36","Dirt and Blood Expanded (DNBE)-87960-1-5-0-1692707974.zip"
"0657","+","Dirt and Blood - Keep It Clean Patch","","Patches",40746,"https://www.nexusmods.com/skyrimspecialedition/mods/40746","1.0.0.0","2026/09/21 18:15:09","Dirt and Blood - Keep It Clean Patch-40746-1-0-1600845551.zip"
"0658","+","Dirt and Blood Expanded - Not so Stinky Bandits","","",192568,"https://www.nexusmods.com/skyrimspecialedition/mods/192568","1.0.0.0","2026/09/21 18:30:57","Dirt And Blood Expanded Not So Stinky Bandits 192568 1 2026-09-21T09-46Z n0oTCmVrm.rar"
"0659","+","Widget Addon - Keep It Clean - Bathing In Skyrim - Dirt and Blood","","User Interface",34502,"https://www.nexusmods.com/skyrimspecialedition/mods/34502","1.7.2.0","2026/05/04 15:11:25","Widget Addon - Keep It Clean - Bathing In Skyrim - Dirt and Blood (FOMOD)-34502-1-7-2-1604163727.7z"
"0660","+","Widget Addon - Keep It Clean - Bathing In Skyrim - Dirt and Blood - Settings Loader","","User Interface",64721,"https://www.nexusmods.com/skyrimspecialedition/mods/64721","2.0.0.0","2026/05/04 15:11:25","Widget Addon - Keep It Clean - Bathing In Skyrim - Dirt and Blood - Settings Loader-64721-2-0-0-1681633940.zip"
"0661","+","Stress and Fear - A Dynamic Sanity System","","Gameplay",116522,"https://www.nexusmods.com/skyrimspecialedition/mods/116522","f2.07","2026/07/27 17:15:52","Stress and Fear-116522-2-07-1769331406.zip"
"0662","+","Stress and Fear - A Dynamic Sanity System - Castellano - Spanish","","User Interface",118065,"https://www.nexusmods.com/skyrimspecialedition/mods/118065","f2.07","2026/07/27 17:15:57","Stress and Fear - A Dynamic Sanity System-118065-2-07-1769461336.zip"
"0663","-","Mod Inmersion - Personaje_separator","","",-1,"","","",""
"0664","+","Nirn's Chosen - Enhanced Races and Classes","Instale todo lo necesario a la fecha","Overhauls",121427,"https://www.nexusmods.com/skyrimspecialedition/mods/121427","4.0.0.0","2026/07/11 22:24:45","Nirn's Chosen 121427 4.0.0 2026-07-11T17-35Z Z3mWyIK0H.zip"
"0665","+","Nirn's Chosen - Spanish","Mi traduccion - Instale todo lo necesario a la fecha","Overhauls",165029,"https://www.nexusmods.com/skyrimspecialedition/mods/165029","4.0.0.0-1","2026/07/29 23:02:40","Nirn'S Chosen DSD Spanish 165029 4.0.0-1 2026-07-30T02-05Z s6Og0dfOc.rar"
"0666","+","Cardio","","Gameplay",146638,"https://www.nexusmods.com/skyrimspecialedition/mods/146638","1.0.0.0","2026/05/04 14:57:01","Cardio-146638-1-0-1743641320.zip"
"0667","+","Cardio - spanish","","Gameplay",152230,"https://www.nexusmods.com/skyrimspecialedition/mods/152230","1.0.0.0","2026/05/04 14:57:01","C:/Users/Matias/Desktop/Cardio - spanish.rar"
"0668","+","Pumping Iron - Dynamic Muscle Growth","","Immersion",13434,"https://www.nexusmods.com/skyrimspecialedition/mods/13434","1.0.0.0","2026/05/04 15:07:49","Pumping Iron-13434-1-0.rar"
"0669","+","Pumping Iron - Spanish","","Immersion",60276,"https://www.nexusmods.com/skyrimspecialedition/mods/60276","1.0.0.0","2026/05/04 15:07:49","Pumping Iron - Spanish-60276-1-0-1639796266.rar"
"0670","+","Stay In Shape - A Pumping Iron Addon","","Gameplay",50371,"https://www.nexusmods.com/skyrimspecialedition/mods/50371","f2.01","2026/05/04 15:10:03","Stay In Shape-50371-2-01-1756572521.rar"
"0671","+","Stay In Shape - A Pumping Iron Addon - Spanish","","Gameplay",158210,"https://www.nexusmods.com/skyrimspecialedition/mods/158210","f2.01","2026/05/04 15:10:03","Stay In Shape - A Pumping Iron Addon - Spanish-158210-2-01-1756679204.rar"
"0672","+","Stay In Shape - Patch for Immersive Interactions (Boxing)","","Gameplay",50371,"https://www.nexusmods.com/skyrimspecialedition/mods/50371","1.0.0.0","2026/05/04 15:10:03","Patch for Immersive Interactions (Boxing)-50371-1-0-1621943022.zip"
"0673","+","Easy WheelMenu II SSE - Stay In Shape","cree el archivo de la traduccion","User Interface",63705,"https://www.nexusmods.com/skyrimspecialedition/mods/63705","1.0.0.0","2026/05/04 14:58:21","Stay In Shape Easy Wheel-63705-1-0-1644992684.7z"
"0674","+","Muscle Matters - Functional growth and muscle atrophy","traducido y dejado en Traducciones DSD traducir normal para el script","Gameplay",172681,"https://www.nexusmods.com/skyrimspecialedition/mods/172681","1.1.0.0","2026/05/04 15:05:27","MuscleMatters-172681-1-1-1771677718.rar"
